OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU3668,Rhizaria,Cercozoa,Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,NA
OTU367,Stramenopila,Xanthophyta,Xanthophyceae,Mischococcales,NA,NA,NA
OTU3670,Stramenopila,Chrysophyta,Chrysophyceae,Chromulinales,NA,NA,NA
OTU3671,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU3672,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3673,Rhodoplantae,NA,NA,NA,NA,NA,NA
OTU3674,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,NA,NA,NA
OTU3675,NA,NA,NA,NA,NA,NA,NA
OTU3676,Fungi,Mucoromycota,Umbelopsidomycetes,NA,NA,NA,NA
OTU3677,Alveolata,Ciliophora,Oligohymenophorea,Astomatida,NA,NA,NA
OTU3678,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU3679,Stramenopila,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,NA
OTU368,Stramenopila,Xanthophyta,Xanthophyceae,Mischococcales,NA,NA,NA
OTU3680,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3681,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3682,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,NA
OTU3683,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3684,Rhizaria,NA,NA,NA,NA,NA,NA
OTU3685,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU3686,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU3687,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3688,Fungi,NA,NA,NA,NA,NA,NA
OTU369,Fungi,Ascomycota,Leotiomycetes,Helotiales,Tricladiaceae,Tricladium,NA
OTU3690,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,NA,NA,NA
OTU3692,Rhizaria,Cercozoa,NA,Cercomonadida,Cercomonadidae,NA,NA
OTU3693,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,NA
OTU3694,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,NA
OTU3695,Fungi,NA,NA,NA,NA,NA,NA
OTU3697,Fungi,Basidiomycota,Tremellomycetes,NA,NA,NA,NA
OTU3698,Rhodoplantae,NA,NA,NA,NA,NA,NA
OTU3699,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,NA
OTU37,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU370,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3700,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3701,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dothidotthiaceae,Pleiochaeta,NA
OTU3702,Metazoa,Nematoda,Chromadorea,NA,NA,NA,NA
OTU3703,Metazoa,Nematoda,Chromadorea,NA,NA,NA,NA
OTU3704,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU3705,Fungi,Basidiomycota,Geminibasidiomycetes,Geminibasidiales,NA,NA,NA
OTU3706,Amoebozoa,Lobosa,NA,Longamoebia,NA,NA,NA
OTU3707,Metazoa,Nematoda,Chromadorea,NA,NA,NA,NA
OTU3708,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pulchromyces,NA
OTU3709,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Arachniotus,NA
OTU371,Fungi,Ascomycota,Sordariomycetes,Pleurotheciales,Pleurotheciaceae,Phaeoisaria,NA
OTU3710,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pulchromyces,NA
OTU3711,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA
OTU3712,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU3713,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU3714,Viridiplantae,Chlorophyta,Ulvophyceae,Chlorocystidales,Chlorocystidaceae,Desmochloris,NA
OTU3715,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Arachniotus,NA
OTU3716,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU3718,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
OTU3719,Metazoa,Nematoda,Chromadorea,NA,NA,NA,NA
OTU3720,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA
OTU3721,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,NA,NA,NA
OTU3722,Alveolata,Ciliophora,Litostomatea,Haptorida,NA,NA,NA
OTU3723,Metazoa,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
OTU3724,Alveolata,Ciliophora,Litostomatea,Haptorida,NA,NA,NA
OTU3725,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA
OTU3726,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU3727,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU3728,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3729,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,NA
OTU373,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU3730,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA
OTU3731,NA,NA,NA,NA,NA,NA,NA
OTU3732,Stramenopila,Oomycota,Peronosporomycetes,Peronosporales,Pythiaceae,Pythium,NA
OTU3733,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,NA
OTU3735,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU3736,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU3737,Fungi,NA,NA,NA,NA,NA,NA
OTU3738,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU3739,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Micractinium,NA
OTU374,Alveolata,Ciliophora,Spirotrichea,Stichotrichida,NA,NA,NA
OTU3740,Fungi,Glomeromycota,Glomeromycetes,NA,NA,NA,NA
OTU3742,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU3743,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU3744,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU3745,Fungi,Aphelidiomycota,NA,NA,NA,NA,NA
OTU3746,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,NA
OTU3747,Fungi,Basidiomycota,Tremellomycetes,NA,NA,NA,NA
OTU3748,Alveolata,Ciliophora,Spirotrichea,Urostylida,NA,NA,NA
OTU3749,Euglenozoa,NA,NA,NA,NA,NA,NA
OTU3750,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3752,Alveolata,Ciliophora,Oligohymenophorea,NA,NA,NA,NA
OTU3753,Fungi,Basidiomycota,Agaricomycetes,Boletales,Melanogastraceae,Melanogaster,NA
OTU3754,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU3756,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3757,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
OTU3758,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Bradymyces,NA
OTU3759,Metazoa,Nematoda,Enoplea,Mononchida,NA,NA,NA
OTU376,Fungi,Ascomycota,Sordariomycetes,Togniniales,Togniniaceae,Phaeoacremonium,NA
OTU3760,Fungi,Ascomycota,Pezizomycetes,NA,NA,NA,NA
OTU3761,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3762,Metazoa,Gastrotricha,NA,Chaetonotida,NA,NA,NA
OTU3764,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3765,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,NA
OTU3766,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3767,Stramenopila,Oomycota,Saprolegniomycetes,Saprolegniales,Achlyaceae,Achlya,NA
OTU3768,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Vanrija,NA
OTU3769,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU377,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3771,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU3772,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Williopsis,NA
OTU3773,Viridiplantae,Chlorophyta,Incertae_sedis,Incertae_sedis,Incertae_sedis,Micractinium,NA
OTU3774,Alveolata,Ciliophora,Litostomatea,Haptorida,NA,NA,NA
OTU3775,Metazoa,Nematoda,Chromadorea,Strongylida,Bunonematidae,Bunonema,NA
OTU3776,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3777,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,NA
OTU3778,Fungi,NA,NA,NA,NA,NA,NA
OTU3779,NA,NA,NA,NA,NA,NA,NA
OTU378,Amoebozoa,Conosa,Variosea,NA,NA,NA,NA
OTU3780,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3781,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU3783,Stramenopila,Oomycota,Saprolegniomycetes,Saprolegniales,NA,NA,NA
OTU3784,Rhizaria,Endomyxa,Phytomyxea,NA,NA,NA,NA
OTU3785,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,NA,NA,NA
OTU3787,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3788,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,NA
OTU3789,Fungi,Ascomycota,Sordariomycetes,Cephalothecales,Cephalothecaceae,Phialemonium,NA
OTU379,Fungi,Ascomycota,Sordariomycetes,Togniniales,Togniniaceae,Phaeoacremonium,NA
OTU3790,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,NA,NA,NA
OTU3791,NA,NA,NA,NA,NA,NA,NA
OTU3792,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3793,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3794,Viridiplantae,Chlorophyta,Chlorophyceae,Sphaeropleales,NA,NA,NA
OTU3795,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU3796,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physconia,NA
OTU3798,Alveolata,Ciliophora,Oligohymenophorea,NA,NA,NA,NA
OTU3799,Alveolata,Ciliophora,Oligohymenophorea,NA,NA,NA,NA
OTU380,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3800,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU3801,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU3802,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3803,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3804,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,NA
OTU3805,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,NA
OTU3806,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,NA
OTU3807,Stramenopila,Chrysophyta,Chrysophyceae,NA,NA,NA,NA
OTU3808,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3809,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,NA
OTU3812,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Trichocladium,NA
OTU3813,Alveolata,Ciliophora,Oligohymenophorea,Philasterida,NA,NA,NA
OTU3814,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3816,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3817,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU3818,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,NA
OTU3821,Fungi,Chytridiomycota,Synchytriomycetes,Synchytriales,NA,NA,NA
OTU3822,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Psilocybe,NA
OTU3823,Rhodoplantae,NA,NA,NA,NA,NA,NA
OTU3824,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU3825,Alveolata,Ciliophora,Litostomatea,Haptorida,NA,NA,NA
OTU3826,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3827,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3828,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3829,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3830,Euglenozoa,NA,NA,NA,NA,NA,NA
OTU3833,Fungi,Ascomycota,Sordariomycetes,Togniniales,Togniniaceae,Phaeoacremonium,NA
OTU3834,Fungi,Glomeromycota,Glomeromycetes,NA,NA,NA,NA
OTU3836,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3837,Fungi,Ascomycota,Sordariomycetes,Atractosporales,Atractosporaceae,Atractospora,NA
OTU3838,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Heterochlamydomonas,NA
OTU3839,Alveolata,Ciliophora,Litostomatea,Haptorida,NA,NA,NA
OTU384,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU3840,Fungi,NA,NA,NA,NA,NA,NA
OTU3841,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU3842,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU3843,Alveolata,Ciliophora,Litostomatea,Haptorida,NA,NA,NA
OTU3844,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU3845,Alveolata,Ciliophora,Oligohymenophorea,Astomatida,NA,NA,NA
OTU3846,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU3847,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriopsis,NA
OTU3848,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU3849,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU385,Stramenopila,Ochrophyta,Chrysophyceae,Chromulinales,NA,NA,NA
OTU3850,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU3851,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3852,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Areolospora,NA
OTU3853,Fungi,Ascomycota,Sordariomycetes,Atractosporales,Atractosporaceae,Atractospora,NA
OTU3854,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Areolospora,NA
OTU3855,Alveolata,Ciliophora,Litostomatea,Haptorida,NA,NA,NA
OTU3856,Fungi,Ascomycota,Sordariomycetes,Togniniales,Togniniaceae,Phaeoacremonium,NA
OTU3857,Fungi,Ascomycota,Dothideomycetes,Venturiales,NA,NA,NA
OTU3858,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,NA
OTU3859,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriopsis,NA
OTU3860,Fungi,Ascomycota,Sordariomycetes,Togniniales,Togniniaceae,Phaeoacremonium,NA
OTU3861,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriopsis,NA
OTU3863,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3864,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,NA
OTU3865,Fungi,Ascomycota,Leotiomycetes,Helotiales,Pleuroascaceae,Pleuroascus,NA
OTU3866,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3868,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA
OTU3869,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU3870,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3871,Rhizaria,Haplosporidia,NA,NA,NA,NA,NA
OTU3872,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3873,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU3875,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3876,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,NA
OTU3877,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Trichocladium,NA
OTU3879,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,NA
OTU388,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,NA
OTU3880,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3883,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU3884,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU3885,Viridiplantae,Chlorophyta,Chlorophyceae,NA,NA,NA,NA
OTU3888,NA,NA,NA,NA,NA,NA,NA
OTU3889,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Athelia,NA
OTU3890,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3891,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3892,Heterolobosa,Heterolobosia,Heterolobosea,Acrasida,NA,NA,NA
OTU3893,Fungi,NA,NA,NA,NA,NA,NA
OTU3894,Fungi,Basidiomycota,Cystobasidiomycetes,NA,NA,NA,NA
OTU3896,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU3897,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3898,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,NA
OTU3899,Euglenozoa,Kinetoplastia,Kinetoplastea,NA,NA,NA,NA
OTU390,Fungi,NA,NA,NA,NA,NA,NA
OTU3901,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3902,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,NA,NA,NA
OTU3903,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3904,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Porphyrellus,NA
OTU3905,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3906,Alveolata,Ciliophora,Oligohymenophorea,Philasterida,NA,NA,NA
OTU3907,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3908,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU391,Fungi,NA,NA,NA,NA,NA,NA
OTU3910,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,NA
OTU3911,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,NA
OTU3912,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,NA,NA,NA
OTU3913,Stramenopila,Ochrophyta,Synurophyceae,NA,NA,NA,NA
OTU3914,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,NA
OTU3915,Stramenopila,Ochrophyta,Chrysophyceae,Chromulinales,NA,NA,NA
OTU3916,Fungi,Chytridiomycota,Spizellomycetes,NA,NA,NA,NA
OTU3917,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA
OTU3918,Fungi,Basidiomycota,Tremellomycetes,NA,NA,NA,NA
OTU3919,Fungi,Basidiobolomycota,Basidiobolomycetes,NA,NA,NA,NA
OTU3920,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Coccidioides,NA
OTU3921,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU3922,NA,NA,NA,NA,NA,NA,NA
OTU3923,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU3924,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU3925,Stramenopila,Bacillariophyta,Bacillariophyceae,Naviculales,NA,NA,NA
OTU3926,Stramenopila,Bacillariophyta,Bacillariophyceae,Naviculales,NA,NA,NA
OTU3927,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Heterochlamydomonas,NA
OTU3928,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Bradymyces,NA
OTU3929,Amoebozoa,NA,NA,NA,NA,NA,NA
OTU393,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU3930,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU3931,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU3934,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU3935,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU3937,Viridiplantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,NA,NA
OTU3938,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3939,Stramenopila,Chrysophyta,Chrysophyceae,Chromulinales,NA,NA,NA
OTU394,Fungi,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Idriella,NA
OTU3940,Fungi,Blastocladiomycota,Blastocladiomycetes,NA,NA,NA,NA
OTU3941,Rhizaria,NA,NA,NA,NA,NA,NA
OTU3942,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU3943,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU3945,Rhizaria,Cercozoa,NA,Cercomonadida,Cercomonadidae,NA,NA
OTU3947,Corallochytriozoa,Corallochytria,NA,NA,NA,NA,NA
OTU3948,Rhizaria,Cercozoa,NA,Cercomonadida,Cercomonadidae,NA,NA
OTU3949,Rhizaria,Cercozoa,Sarcomonadea,Cercomonadida,NA,NA,NA
OTU395,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3950,Fungi,Olpidiomycota,Olpidiomycetes,Olpidiales,Olpidiaceae,Olpidium,NA
OTU3951,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU3953,Rhizaria,Cercozoa,Imbricatea,Thaumatomonadida,Thaumatomonadidae,Thaumatomonas,NA
OTU3954,Amoebozoa,Conosa,Variosea,NA,NA,NA,NA
OTU3955,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU3956,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria,NA
OTU3957,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU3958,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU3959,Heterolobosa,Heterolobosia,Heterolobosea,Acrasida,NA,NA,NA
OTU396,Alveolata,Apicomplexa,NA,NA,NA,NA,NA
OTU3960,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3961,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3962,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Tetragoniomycetaceae,NA,NA
OTU3963,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,NA,Sistotrema,NA
OTU3964,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3966,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU3967,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3968,Fungi,Basidiomycota,Microbotryomycetes,Microbotryales,Leucosporidiaceae,Leucosporidium,NA
OTU3969,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,NA,NA,NA
OTU397,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3970,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3971,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU3972,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremaceae,Papiliotrema,NA
OTU3973,Fungi,Ascomycota,Taphrinomycetes,NA,NA,NA,NA
OTU3974,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3976,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3977,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU3978,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3979,NA,NA,NA,NA,NA,NA,NA
OTU398,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,NA,NA,NA
OTU3980,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3982,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,NA
OTU3983,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,NA,Sistotrema,NA
OTU3984,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU3985,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3987,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU3988,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3989,Alveolata,NA,NA,NA,NA,NA,NA
OTU399,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU3990,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3991,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3992,Fungi,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Phialocephala,NA
OTU3993,Alveolata,Ciliophora,Oligohymenophorea,NA,NA,NA,NA
OTU3994,Alveolata,Ciliophora,Oligohymenophorea,NA,NA,NA,NA
OTU3995,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3997,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3998,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU4,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU40,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Athelia,NA
OTU400,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Dunaliellaceae,Dunaliella,NA
OTU4000,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Heterochlamydomonas,NA
OTU4001,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU4002,Fungi,Aphelidiomycota,Aphelidiomycetes,NA,NA,NA,NA
OTU4003,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,NA
OTU4004,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,NA
OTU4005,Alveolata,Ciliophora,NA,NA,NA,NA,NA
