OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU3791,NA,NA,NA,NA,NA,NA,NA
OTU3792,NA,NA,NA,NA,NA,NA,NA
OTU3793,Alveolata,Ciliophora,NA,NA,NA,Cryptocaryon,NA
OTU3794,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,Dictyochloris,NA
OTU3795,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,NA
OTU3796,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys_reticulatus
OTU3798,Alveolata,Ciliophora,Oligohymenophorea,NA,Vorticellidae,Vorticella,NA
OTU3799,Alveolata,Ciliophora,Oligohymenophorea,Philasterida,Cinetochilidae,Sathrophilus,NA
OTU380,NA,NA,NA,NA,NA,NA,NA
OTU3800,Rhizaria,NA,NA,NA,NA,NA,NA
OTU3801,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,NA
OTU3802,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3803,NA,NA,NA,NA,NA,NA,NA
OTU3804,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU3805,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,NA,NA
OTU3806,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_flocculosus
OTU3807,NA,NA,NA,NA,NA,NA,NA
OTU3808,Fungi,Basidiomycota,Atractiellomycetes,Atractiellales,Hoehnelomycetaceae,NA,NA
OTU3809,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_flocculosus
OTU3812,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU3813,NA,NA,NA,NA,NA,NA,NA
OTU3814,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Arcuospathidium,NA
OTU3816,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Arcuospathidium,NA
OTU3817,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU3818,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,NA
OTU3821,Fungi,Chytridiomycota,Synchytriomycetes,Synchytriales,Synchytriaceae,NA,NA
OTU3822,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,NA
OTU3823,NA,NA,NA,NA,NA,NA,NA
OTU3824,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,Chlamydomonas_applanata
OTU3825,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Arcuospathidium,NA
OTU3826,NA,NA,NA,NA,NA,NA,NA
OTU3827,NA,NA,NA,NA,NA,NA,NA
OTU3828,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Apobryophyllum,NA
OTU3829,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Semispathidium,NA
OTU3830,NA,NA,NA,NA,NA,NA,NA
OTU3833,Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,Fusidium,NA
OTU3834,Fungi,NA,NA,NA,NA,NA,NA
OTU3836,Alveolata,Ciliophora,NA,NA,NA,Cryptocaryon,NA
OTU3837,Fungi,Ascomycota,Sordariomycetes,Myrmecridiales,NA,Atractospora,NA
OTU3838,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU3839,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Arcuospathidium,NA
OTU384,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Paracremonium,Paracremonium_binnewijzendii
OTU3840,NA,NA,NA,NA,NA,NA,NA
OTU3841,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_brunneum
OTU3842,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apodus,Apodus_deciduus
OTU3843,NA,NA,NA,NA,NA,NA,NA
OTU3844,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,NA
OTU3845,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3846,NA,NA,NA,NA,NA,NA,NA
OTU3847,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU3848,NA,NA,NA,NA,NA,NA,NA
OTU3849,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Spathidium,NA
OTU385,Alveolata,NA,NA,NA,NA,NA,NA
OTU3850,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Niessliaceae,Niesslia,Niesslia_mucida
OTU3851,NA,NA,NA,NA,NA,NA,NA
OTU3852,Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,NA,NA
OTU3853,Fungi,Ascomycota,Sordariomycetes,Myrmecridiales,NA,Atractospora,NA
OTU3854,Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,NA,NA
OTU3855,NA,NA,NA,NA,NA,NA,NA
OTU3856,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU3857,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Pseudosigmoidea,NA
OTU3858,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Gibellulopsis,Gibellulopsis_nigrescens
OTU3859,Fungi,NA,NA,NA,NA,NA,NA
OTU3860,Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,Fusidium,NA
OTU3861,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU3863,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Arcuospathidium,NA
OTU3864,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU3865,Fungi,Ascomycota,Leotiomycetes,Helotiales,Pleuroascaceae,Entimomentora,Entimomentora_hyalina
OTU3866,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Apobryophyllum,NA
OTU3868,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_caninus
OTU3869,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU3870,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU3871,NA,NA,NA,NA,NA,NA,NA
OTU3872,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,Sterkiella,NA
OTU3873,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,NA
OTU3875,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,NA,NA
OTU3876,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,Dioszegia_maotaiensis
OTU3877,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_hungaricum
OTU3879,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella_oryzae
OTU388,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU3880,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,NA,NA
OTU3883,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Chlorococcum,Chlorococcum_minutum
OTU3884,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,NA,NA
OTU3885,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Tetrabaenaceae,Tetrabaena,NA
OTU3888,NA,NA,NA,NA,NA,NA,NA
OTU3889,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Typhulaceae,Typhula,NA
OTU3890,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Semispathidium,NA
OTU3891,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3892,NA,NA,NA,NA,NA,NA,NA
OTU3893,NA,NA,NA,NA,NA,NA,NA
OTU3894,Fungi,Basidiomycota,Microbotryomycetes,NA,NA,NA,NA
OTU3896,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU3897,NA,NA,NA,NA,NA,NA,NA
OTU3898,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Torula,Torula_fici
OTU3899,NA,NA,NA,NA,NA,NA,NA
OTU390,NA,NA,NA,NA,NA,NA,NA
OTU3901,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3902,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3903,NA,NA,NA,NA,NA,NA,NA
OTU3904,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU3905,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU3906,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3907,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU3908,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU391,NA,NA,NA,NA,NA,NA,NA
OTU3910,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,NA
OTU3911,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Torula,NA
OTU3912,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,NA,NA,NA
OTU3913,Alveolata,Dinophyta,NA,NA,NA,NA,NA
OTU3914,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,NA
OTU3915,Stramenopila,Ochrophyta,Synurophyceae,NA,NA,NA,NA
OTU3916,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU3917,NA,NA,NA,NA,NA,NA,NA
OTU3918,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Piptocephalidaceae,Syncephalis,NA
OTU3919,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Piptocephalidaceae,Syncephalis,NA
OTU3920,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA
OTU3921,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_atroviride
OTU3922,NA,NA,NA,NA,NA,NA,NA
OTU3923,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA
OTU3924,NA,NA,NA,NA,NA,NA,NA
OTU3925,NA,NA,NA,NA,NA,NA,NA
OTU3926,NA,NA,NA,NA,NA,NA,NA
OTU3927,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU3928,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU3929,Amoebozoa,Variosea,NA,NA,NA,NA,NA
OTU393,Fungi,NA,NA,NA,NA,NA,NA
OTU3930,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU3931,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Pellidiscus,Pellidiscus_pallidus
OTU3934,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Geranomyces,Geranomyces_variabilis
OTU3935,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU3937,Viridiplantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,NA,NA
OTU3938,Fungi,Basidiomycota,Atractiellomycetes,Atractiellales,Hoehnelomycetaceae,NA,NA
OTU3939,Stramenopila,Ochrophyta,NA,NA,NA,NA,NA
OTU394,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Microdochium,Microdochium_maculosum
OTU3940,NA,NA,NA,NA,NA,NA,NA
OTU3941,NA,NA,NA,NA,NA,NA,NA
OTU3942,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,NA,NA
OTU3943,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU3945,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU3947,Fungi,NA,NA,NA,NA,NA,NA
OTU3948,NA,NA,NA,NA,NA,NA,NA
OTU3949,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU395,NA,NA,NA,NA,NA,NA,NA
OTU3950,Fungi,Olpidiomycota,Olpidiomycetes,Olpidiales,Olpidiaceae,Olpidium,NA
OTU3951,Rhizaria,Cercozoa,NA,Cercomonadida,NA,NA,NA
OTU3953,Rhizaria,Cercozoa,NA,Thaumatomonadida,Thaumatomastigidae,Thaumatomonas,NA
OTU3954,NA,NA,NA,NA,NA,NA,NA
OTU3955,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU3956,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,Pseudorobillarda,NA
OTU3957,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,NA
OTU3958,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,NA
OTU3959,NA,NA,NA,NA,NA,NA,NA
OTU396,Fungi,NA,NA,NA,NA,NA,NA
OTU3960,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Bryophyllum,NA
OTU3961,Alveolata,Ciliophora,Litostomatea,Haptorida,Pseudoholophryidae,NA,NA
OTU3962,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Tetragoniomycetaceae,NA,NA
OTU3963,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU3964,Alveolata,Ciliophora,Litostomatea,Haptorida,Pseudoholophryidae,NA,NA
OTU3966,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,NA,NA
OTU3967,Alveolata,Ciliophora,Colpodea,Colpodida,Colpodidae,Colpoda,NA
OTU3968,Fungi,Basidiomycota,Microbotryomycetes,NA,Chrysozymaceae,Sampaiozyma,Sampaiozyma_ingeniosa
OTU3969,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU397,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3970,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3971,Fungi,NA,NA,NA,NA,NA,NA
OTU3972,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
OTU3973,NA,NA,NA,NA,NA,NA,NA
OTU3974,Alveolata,Ciliophora,Spirotrichea,Urostylida,Urostylidae,Hemicycliostyla,NA
OTU3976,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3977,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU3978,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3979,NA,NA,NA,NA,NA,NA,NA
OTU398,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU3980,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,NA,NA
OTU3982,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
OTU3983,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU3984,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3985,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3987,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3988,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3989,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU399,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis_leptospora
OTU3990,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,NA,NA
OTU3991,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3992,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,Acidomelania,NA
OTU3993,Alveolata,Ciliophora,Oligohymenophorea,NA,NA,NA,NA
OTU3994,Alveolata,Ciliophora,Oligohymenophorea,NA,NA,NA,NA
OTU3995,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3997,Alveolata,Ciliophora,Litostomatea,Haptorida,Pseudoholophryidae,NA,NA
OTU3998,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU4,Fungi,Chytridiomycota,Rhizophydiomycetes,NA,NA,NA,NA
OTU40,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_byssisedum
OTU400,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU4000,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU4001,Alveolata,Ciliophora,Litostomatea,Haptorida,Pseudoholophryidae,NA,NA
OTU4002,NA,NA,NA,NA,NA,NA,NA
OTU4003,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,Dioszegia_cryoxerica
OTU4004,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,Dioszegia_maotaiensis
OTU4005,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Spathidium,NA
OTU4006,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Spathidium,NA
OTU4007,Alveolata,Apicomplexa,NA,NA,NA,NA,NA
OTU4008,NA,NA,NA,NA,NA,NA,NA
OTU401,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU4010,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,Dioszegia_cryoxerica
OTU4012,Fungi,NA,NA,NA,NA,NA,NA
OTU4014,Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,NA,NA
OTU4015,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Bullera,Bullera_alba
OTU4016,NA,NA,NA,NA,NA,NA,NA
OTU4017,NA,NA,NA,NA,NA,NA,NA
OTU4018,NA,NA,NA,NA,NA,NA,NA
OTU402,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Vanderwaltozyma,Vanderwaltozyma_polyspora
OTU4020,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
OTU4021,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Semispathidium,NA
OTU4022,NA,NA,NA,NA,NA,NA,NA
OTU4023,Fungi,Basidiobolomycota,Basidiobolomycetes,Basidiobolales,NA,NA,NA
OTU4024,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Arcuospathidium,NA
OTU4025,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Arcuospathidium,NA
OTU4027,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Arcuospathidium,NA
OTU4028,NA,NA,NA,NA,NA,NA,NA
OTU4029,Fungi,Aphelidiomycota,NA,NA,NA,NA,NA
OTU403,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Alphamycetaceae,Betamyces,NA
OTU4030,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU4032,Alveolata,Ciliophora,Spirotrichea,Urostylida,Urostylidae,Birojimia,NA
OTU4033,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Semispathidium,NA
OTU4034,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Arcuospathidium,NA
OTU4035,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Semispathidium,NA
OTU4036,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU4037,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU4038,Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,NA,NA
OTU404,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis_rosea
OTU4040,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Semispathidium,NA
OTU4041,Alveolata,Ciliophora,Oligohymenophorea,NA,Vorticellidae,Vorticella,NA
OTU4042,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU4043,NA,NA,NA,NA,NA,NA,NA
OTU4044,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Semispathidium,NA
OTU4045,Viridiplantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Ptychostomum,NA
OTU4047,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU4048,Fungi,Chytridiomycota,Rhizophydiomycetes,NA,NA,NA,NA
OTU405,Stramenopila,NA,NA,NA,NA,NA,NA
OTU4050,Stramenopila,Oomycota,Oomycetes,Leptomitales,NA,Apodachlya,NA
OTU4051,Viridiplantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Pseudocrossidium,NA
OTU4053,NA,NA,NA,NA,NA,NA,NA
OTU4054,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU4055,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,NA,NA,NA
OTU4057,Viridiplantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Pseudocrossidium,NA
OTU4058,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_raperi
OTU4059,Stramenopila,NA,NA,NA,NA,NA,NA
OTU406,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU4060,Fungi,NA,NA,NA,NA,NA,NA
OTU4061,Viridiplantae,Anthophyta,Eudicotyledonae,Caryophyllales,Caryophyllaceae,NA,NA
OTU4062,Fungi,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Phialocephala,Phialocephala_bamuru
OTU4064,Metazoa,Annelida,NA,NA,NA,NA,NA
OTU4065,Fungi,NA,NA,NA,NA,NA,NA
OTU4067,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia_bicuspidata
OTU4068,Viridiplantae,Anthophyta,Eudicotyledonae,Caryophyllales,Caryophyllaceae,NA,NA
OTU4069,Stramenopila,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinaceae,Spumella,NA
OTU407,Fungi,NA,NA,NA,NA,NA,NA
OTU4070,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU4071,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_koreense
OTU4072,NA,NA,NA,NA,NA,NA,NA
OTU4073,Metazoa,Annelida,NA,NA,NA,NA,NA
OTU4074,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,Scutellinia_umbrorum
OTU4075,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU4076,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU4077,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Halteriidae,Halteria,NA
OTU4078,NA,NA,NA,NA,NA,NA,NA
OTU4079,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Amaurodon,NA
OTU408,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,Epicoccum_catenisporum
OTU4080,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,Sterkiella,NA
OTU4081,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,NA
OTU4083,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU4085,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,NA,NA
OTU4087,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Agrocybe,Agrocybe_elatella
OTU4088,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Tetragoniomycetaceae,Tetragoniomyces,NA
OTU4089,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,NA
OTU409,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
OTU4090,NA,NA,NA,NA,NA,NA,NA
OTU4091,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU4092,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU4093,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,Pseudorobillarda,NA
OTU4094,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Epispathidium,NA
OTU4095,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Spathidium,NA
OTU4096,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU4098,NA,NA,NA,NA,NA,NA,NA
OTU4099,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU41,Alveolata,Ciliophora,Oligohymenophorea,Peniculida,Stokesiidae,Stokesia,NA
OTU410,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
OTU4100,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU4101,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Spathidium,NA
OTU4105,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU4106,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_anthrisci
OTU4107,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Halteriidae,Halteria,NA
OTU4108,Alveolata,Ciliophora,Colpodea,Colpodida,Colpodidae,Colpoda,NA
OTU4109,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU4110,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Tausonia,Tausonia_pullulans
OTU4111,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,NA,NA
OTU4112,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU4113,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU4114,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Arcuospathidium,NA
OTU4115,Fungi,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,NA
OTU4116,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,Sterkiella,NA
OTU4118,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU4119,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,NA
OTU412,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Halteriidae,Halteria,NA
OTU4120,Fungi,Ascomycota,Sordariomycetes,NA,Junewangiaceae,NA,NA
OTU4121,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Agrocybe,Agrocybe_elatella
OTU4123,NA,NA,NA,NA,NA,NA,NA
OTU4124,Alveolata,Ciliophora,Litostomatea,Haptorida,Trachelophyllidae,Enchelyodon,NA
OTU4125,NA,NA,NA,NA,NA,NA,NA
OTU4128,Metazoa,Nematoda,Chromadorea,Tylenchida,Sphaerulariidae,Sphaerularia,NA
OTU4129,NA,NA,NA,NA,NA,NA,NA
OTU413,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA
OTU4130,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU4131,Fungi,Ascomycota,Dothideomycetes,Mytilinidiales,NA,NA,NA
