OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU3652,NA,NA,NA,NA,NA,NA,NA
OTU3653,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3654,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU3655,Fungi,Ascomycota,Leotiomycetes,Thelebolales,NA,NA,NA
OTU3659,Fungi,Ascomycota,Sareomycetes,Sareales,Sareaceae,NA,NA
OTU366,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU3660,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3662,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Pseudophialocephala,Pseudophialocephala_humicola
OTU3663,NA,NA,NA,NA,NA,NA,NA
OTU3665,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3666,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU3667,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU3668,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU367,Stramenopila,NA,NA,NA,NA,NA,NA
OTU3670,NA,NA,NA,NA,NA,NA,NA
OTU3671,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU3672,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3673,NA,NA,NA,NA,NA,NA,NA
OTU3674,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU3675,NA,NA,NA,NA,NA,NA,NA
OTU3676,NA,NA,NA,NA,NA,NA,NA
OTU3677,Alveolata,Ciliophora,Colpodea,Colpodida,Colpodidae,Colpoda,NA
OTU3678,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU3679,NA,NA,NA,NA,NA,NA,NA
OTU368,Stramenopila,NA,NA,NA,NA,NA,NA
OTU3680,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3681,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3682,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Pseudophialocephala,Pseudophialocephala_humicola
OTU3683,NA,NA,NA,NA,NA,NA,NA
OTU3684,NA,NA,NA,NA,NA,NA,NA
OTU3685,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU3686,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU3687,NA,NA,NA,NA,NA,NA,NA
OTU3688,NA,NA,NA,NA,NA,NA,NA
OTU369,Fungi,NA,NA,NA,NA,NA,NA
OTU3690,NA,NA,NA,NA,NA,NA,NA
OTU3692,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU3693,NA,NA,NA,NA,NA,NA,NA
OTU3694,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,NA
OTU3695,NA,NA,NA,NA,NA,NA,NA
OTU3697,NA,NA,NA,NA,NA,NA,NA
OTU3698,NA,NA,NA,NA,NA,NA,NA
OTU3699,NA,NA,NA,NA,NA,NA,NA
OTU37,NA,NA,NA,NA,NA,NA,NA
OTU370,NA,NA,NA,NA,NA,NA,NA
OTU3700,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3701,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Spegazzinia,Spegazzinia_radermacherae
OTU3702,NA,NA,NA,NA,NA,NA,NA
OTU3703,NA,NA,NA,NA,NA,NA,NA
OTU3704,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Tetracystis,NA
OTU3705,Fungi,NA,NA,NA,NA,NA,NA
OTU3706,NA,NA,NA,NA,NA,NA,NA
OTU3707,NA,NA,NA,NA,NA,NA,NA
OTU3708,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
OTU3709,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Chrysosporium,NA
OTU371,Fungi,Ascomycota,Sordariomycetes,Conioscyphales,Conioscyphaceae,Conioscypha,NA
OTU3710,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
OTU3711,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_reticulata
OTU3712,NA,NA,NA,NA,NA,NA,NA
OTU3713,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Cephaliophora,NA
OTU3714,Viridiplantae,Chlorophyta,Ulvophyceae,NA,NA,Desmochloris,NA
OTU3715,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Gymnoascus,Gymnoascus_reessii
OTU3716,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Fimicolochytrium,Fimicolochytrium_jonesii
OTU3718,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Cephaliophora,NA
OTU3719,NA,NA,NA,NA,NA,NA,NA
OTU3720,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_reticulata
OTU3721,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU3722,NA,NA,NA,NA,NA,NA,NA
OTU3723,Metazoa,Nematoda,Chromadorea,Rhabditida,Cephalobidae,Eucephalobus,NA
OTU3724,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3725,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA
OTU3726,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Agrocybe,Agrocybe_pediades
OTU3727,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU3728,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Bryophyllum,NA
OTU3729,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
OTU373,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Phacotaceae,Pteromonas,NA
OTU3730,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA
OTU3731,NA,NA,NA,NA,NA,NA,NA
OTU3732,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium_inflatum
OTU3733,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU3735,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU3736,NA,NA,NA,NA,NA,NA,NA
OTU3737,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3738,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA
OTU3739,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,NA
OTU374,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Halteriidae,Halteria,NA
OTU3740,NA,NA,NA,NA,NA,NA,NA
OTU3742,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU3743,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,Vermispora,NA
OTU3744,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU3745,Fungi,Basidiobolomycota,NA,NA,NA,NA,NA
OTU3746,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,NA
OTU3747,NA,NA,NA,NA,NA,NA,NA
OTU3748,Alveolata,Ciliophora,Spirotrichea,Urostylida,Urostylidae,Urostyla,NA
OTU3749,NA,NA,NA,NA,NA,NA,NA
OTU3750,NA,NA,NA,NA,NA,NA,NA
OTU3752,Alveolata,Ciliophora,Oligohymenophorea,NA,NA,NA,NA
OTU3753,Fungi,Basidiomycota,Agaricomycetes,Boletales,Melanogastraceae,Melanogaster,NA
OTU3754,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU3756,NA,NA,NA,NA,NA,NA,NA
OTU3757,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudeurotium,Pseudeurotium_hygrophilum
OTU3758,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU3759,NA,NA,NA,NA,NA,NA,NA
OTU376,Fungi,NA,NA,NA,NA,NA,NA
OTU3760,NA,NA,NA,NA,NA,NA,NA
OTU3761,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,NA,NA
OTU3762,Metazoa,Gastrotricha,Chaetonotida,NA,Chaetonotidae,Chaetonotus,NA
OTU3764,NA,NA,NA,NA,NA,NA,NA
OTU3765,Fungi,NA,NA,NA,NA,NA,NA
OTU3766,NA,NA,NA,NA,NA,NA,NA
OTU3767,Stramenopila,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Achlya,Achlya_recurva
OTU3768,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,Saitozyma_podzolica
OTU3769,NA,NA,NA,NA,NA,NA,NA
OTU377,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3771,NA,NA,NA,NA,NA,NA,NA
OTU3772,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera_saturnus
OTU3773,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA
OTU3774,NA,NA,NA,NA,NA,NA,NA
OTU3775,NA,NA,NA,NA,NA,NA,NA
OTU3776,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3777,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU3778,NA,NA,NA,NA,NA,NA,NA
OTU3779,NA,NA,NA,NA,NA,NA,NA
OTU378,Fungi,NA,NA,NA,NA,NA,NA
OTU3780,NA,NA,NA,NA,NA,NA,NA
OTU3781,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,NA,NA
OTU3783,Stramenopila,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Achlya,NA
OTU3784,NA,NA,NA,NA,NA,NA,NA
OTU3785,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,NA,Oliveonia,NA
OTU3787,NA,NA,NA,NA,NA,NA,NA
OTU3788,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,NA,NA
OTU3789,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_coccodes
OTU379,Fungi,NA,NA,NA,NA,NA,NA
OTU3790,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,NA,Oliveonia,NA
OTU3791,NA,NA,NA,NA,NA,NA,NA
OTU3792,NA,NA,NA,NA,NA,NA,NA
OTU3793,NA,NA,NA,NA,NA,NA,NA
OTU3794,NA,NA,NA,NA,NA,NA,NA
OTU3795,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,NA
OTU3796,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys_reticulatus
OTU3798,Alveolata,Ciliophora,Oligohymenophorea,NA,Vorticellidae,Vorticella,NA
OTU3799,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU380,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3800,Rhizaria,NA,NA,NA,NA,NA,NA
OTU3801,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,NA
OTU3802,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3803,NA,NA,NA,NA,NA,NA,NA
OTU3804,NA,NA,NA,NA,NA,NA,NA
OTU3805,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,NA,NA
OTU3806,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_flocculosus
OTU3807,NA,NA,NA,NA,NA,NA,NA
OTU3808,Fungi,Basidiomycota,Atractiellomycetes,Atractiellales,Hoehnelomycetaceae,NA,NA
OTU3809,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_flocculosus
OTU3812,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU3813,NA,NA,NA,NA,NA,NA,NA
OTU3814,NA,NA,NA,NA,NA,NA,NA
OTU3816,NA,NA,NA,NA,NA,NA,NA
OTU3817,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU3818,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,NA
OTU3821,Fungi,Chytridiomycota,Synchytriomycetes,Synchytriales,Synchytriaceae,NA,NA
OTU3822,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,NA
OTU3823,NA,NA,NA,NA,NA,NA,NA
OTU3824,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,Chlamydomonas_applanata
OTU3825,NA,NA,NA,NA,NA,NA,NA
OTU3826,NA,NA,NA,NA,NA,NA,NA
OTU3827,NA,NA,NA,NA,NA,NA,NA
OTU3828,NA,NA,NA,NA,NA,NA,NA
OTU3829,NA,NA,NA,NA,NA,NA,NA
OTU3830,NA,NA,NA,NA,NA,NA,NA
OTU3833,Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,Fusidium,NA
OTU3834,NA,NA,NA,NA,NA,NA,NA
OTU3836,NA,NA,NA,NA,NA,NA,NA
OTU3837,Fungi,Ascomycota,Sordariomycetes,Myrmecridiales,NA,Atractospora,NA
OTU3838,Viridiplantae,Chlorophyta,Chlorophyceae,NA,NA,NA,NA
OTU3839,NA,NA,NA,NA,NA,NA,NA
OTU384,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Paracremonium,Paracremonium_binnewijzendii
OTU3840,NA,NA,NA,NA,NA,NA,NA
OTU3841,Fungi,NA,NA,NA,NA,NA,NA
OTU3842,NA,NA,NA,NA,NA,NA,NA
OTU3843,NA,NA,NA,NA,NA,NA,NA
OTU3844,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,NA
OTU3845,NA,NA,NA,NA,NA,NA,NA
OTU3846,NA,NA,NA,NA,NA,NA,NA
OTU3847,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU3848,NA,NA,NA,NA,NA,NA,NA
OTU3849,NA,NA,NA,NA,NA,NA,NA
OTU385,Alveolata,NA,NA,NA,NA,NA,NA
OTU3850,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Niessliaceae,Niesslia,Niesslia_mucida
OTU3851,NA,NA,NA,NA,NA,NA,NA
OTU3852,Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,NA,NA
OTU3853,Fungi,Ascomycota,Sordariomycetes,Myrmecridiales,NA,Atractospora,NA
OTU3854,Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,NA,NA
OTU3855,NA,NA,NA,NA,NA,NA,NA
OTU3856,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU3857,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Pseudosigmoidea,NA
OTU3858,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,Verticillium_dahliae
OTU3859,Fungi,NA,NA,NA,NA,NA,NA
OTU3860,Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,Fusidium,NA
OTU3861,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU3863,NA,NA,NA,NA,NA,NA,NA
OTU3864,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,Paraphaeosphaeria_minitans
OTU3865,Fungi,Ascomycota,Leotiomycetes,Helotiales,Pleuroascaceae,Entimomentora,Entimomentora_hyalina
OTU3866,NA,NA,NA,NA,NA,NA,NA
OTU3868,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_caninus
OTU3869,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU3870,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU3871,NA,NA,NA,NA,NA,NA,NA
OTU3872,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,Sterkiella,NA
OTU3873,Fungi,NA,NA,NA,NA,NA,NA
OTU3875,NA,NA,NA,NA,NA,NA,NA
OTU3876,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,Dioszegia_maotaiensis
OTU3877,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_angustispirale
OTU3879,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella_oryzae
OTU388,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU3880,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,NA,NA
OTU3883,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Chlorococcum,NA
OTU3884,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,NA,NA
OTU3885,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Tetrabaenaceae,Tetrabaena,NA
OTU3888,NA,NA,NA,NA,NA,NA,NA
OTU3889,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Typhulaceae,Typhula,NA
OTU3890,NA,NA,NA,NA,NA,NA,NA
OTU3891,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3892,NA,NA,NA,NA,NA,NA,NA
OTU3893,NA,NA,NA,NA,NA,NA,NA
OTU3894,Fungi,Basidiomycota,Microbotryomycetes,NA,NA,NA,NA
OTU3896,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU3897,NA,NA,NA,NA,NA,NA,NA
OTU3898,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Torula,Torula_fici
OTU3899,NA,NA,NA,NA,NA,NA,NA
OTU390,NA,NA,NA,NA,NA,NA,NA
OTU3901,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU3902,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3903,NA,NA,NA,NA,NA,NA,NA
OTU3904,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU3905,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU3906,NA,NA,NA,NA,NA,NA,NA
OTU3907,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU3908,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU391,NA,NA,NA,NA,NA,NA,NA
OTU3910,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,NA
OTU3911,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Torula,Torula_hollandica
OTU3912,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,NA,NA,NA
OTU3913,Alveolata,Dinophyta,NA,NA,NA,NA,NA
OTU3914,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,NA
OTU3915,Stramenopila,Ochrophyta,Synurophyceae,NA,NA,NA,NA
OTU3916,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU3917,NA,NA,NA,NA,NA,NA,NA
OTU3918,NA,NA,NA,NA,NA,NA,NA
OTU3919,NA,NA,NA,NA,NA,NA,NA
OTU3920,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA
OTU3921,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_atroviride
OTU3922,NA,NA,NA,NA,NA,NA,NA
OTU3923,NA,NA,NA,NA,NA,NA,NA
OTU3924,NA,NA,NA,NA,NA,NA,NA
OTU3925,NA,NA,NA,NA,NA,NA,NA
OTU3926,NA,NA,NA,NA,NA,NA,NA
OTU3927,Viridiplantae,Chlorophyta,Chlorophyceae,NA,NA,NA,NA
OTU3928,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU3929,Amoebozoa,Variosea,NA,NA,NA,NA,NA
OTU393,NA,NA,NA,NA,NA,NA,NA
OTU3930,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU3931,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Pellidiscus,Pellidiscus_pallidus
OTU3934,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Geranomyces,Geranomyces_variabilis
OTU3935,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU3937,Viridiplantae,Bryophyta,Bryopsida,Dicranales,Oncophoraceae,Cynodontium,NA
OTU3938,Fungi,Basidiomycota,Atractiellomycetes,Atractiellales,Hoehnelomycetaceae,NA,NA
OTU3939,Stramenopila,Ochrophyta,NA,NA,NA,NA,NA
OTU394,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Microdochium,Microdochium_maculosum
OTU3940,NA,NA,NA,NA,NA,NA,NA
OTU3941,NA,NA,NA,NA,NA,NA,NA
OTU3942,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,NA,NA
OTU3943,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU3945,NA,NA,NA,NA,NA,NA,NA
OTU3947,Fungi,NA,NA,NA,NA,NA,NA
OTU3948,NA,NA,NA,NA,NA,NA,NA
OTU3949,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU395,NA,NA,NA,NA,NA,NA,NA
OTU3950,Fungi,Olpidiomycota,Olpidiomycetes,Olpidiales,Olpidiaceae,Olpidium,NA
OTU3951,Rhizaria,Cercozoa,NA,Cercomonadida,NA,NA,NA
OTU3953,Rhizaria,Cercozoa,NA,Thaumatomonadida,Thaumatomastigidae,Thaumatomonas,NA
OTU3954,NA,NA,NA,NA,NA,NA,NA
OTU3955,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU3956,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,Pseudorobillarda,NA
OTU3957,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,NA
OTU3958,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,NA
OTU3959,NA,NA,NA,NA,NA,NA,NA
OTU396,NA,NA,NA,NA,NA,NA,NA
OTU3960,NA,NA,NA,NA,NA,NA,NA
OTU3961,NA,NA,NA,NA,NA,NA,NA
OTU3962,NA,NA,NA,NA,NA,NA,NA
OTU3963,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU3964,NA,NA,NA,NA,NA,NA,NA
OTU3966,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3967,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3968,Fungi,Basidiomycota,Microbotryomycetes,NA,Chrysozymaceae,Sampaiozyma,Sampaiozyma_ingeniosa
OTU3969,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU397,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3970,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3971,NA,NA,NA,NA,NA,NA,NA
OTU3972,Fungi,NA,NA,NA,NA,NA,NA
OTU3973,NA,NA,NA,NA,NA,NA,NA
OTU3974,Alveolata,Ciliophora,Spirotrichea,Urostylida,Urostylidae,Hemicycliostyla,NA
OTU3976,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3977,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU3978,NA,NA,NA,NA,NA,NA,NA
OTU3979,NA,NA,NA,NA,NA,NA,NA
OTU398,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU3980,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,NA,NA
OTU3982,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
OTU3983,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU3984,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3985,NA,NA,NA,NA,NA,NA,NA
OTU3987,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU3988,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3989,NA,NA,NA,NA,NA,NA,NA
OTU399,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis_kuksensis
OTU3990,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,NA,NA
OTU3991,NA,NA,NA,NA,NA,NA,NA
OTU3992,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,Acidomelania,NA
OTU3993,Alveolata,Ciliophora,Oligohymenophorea,NA,NA,NA,NA
OTU3994,Alveolata,Ciliophora,Oligohymenophorea,NA,NA,NA,NA
OTU3995,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU3997,NA,NA,NA,NA,NA,NA,NA
OTU3998,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU4,NA,NA,NA,NA,NA,NA,NA
OTU40,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_byssisedum
OTU400,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU4000,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU4001,NA,NA,NA,NA,NA,NA,NA
OTU4002,NA,NA,NA,NA,NA,NA,NA
OTU4003,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,NA
OTU4004,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,Dioszegia_maotaiensis
OTU4005,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Spathidium,NA
OTU4006,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Spathidium,NA
OTU4007,NA,NA,NA,NA,NA,NA,NA
OTU4008,NA,NA,NA,NA,NA,NA,NA
OTU401,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU4010,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,NA
OTU4012,Fungi,NA,NA,NA,NA,NA,NA
OTU4014,Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,NA,NA
OTU4015,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
OTU4016,NA,NA,NA,NA,NA,NA,NA
OTU4017,NA,NA,NA,NA,NA,NA,NA
OTU4018,NA,NA,NA,NA,NA,NA,NA
OTU402,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Vanderwaltozyma,Vanderwaltozyma_polyspora
OTU4020,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
OTU4021,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU4022,NA,NA,NA,NA,NA,NA,NA
OTU4023,Fungi,Basidiobolomycota,Basidiobolomycetes,Basidiobolales,NA,NA,NA
